Time Elapsed (s),Lat (deg),Lon (deg),Geoaltitude (m),Impact pressure (Pa),Meas. Static Temp (K)
13868,36.606,45.736,11575,11568.06,216.6207
13872,36.6,45.743,11594,11458.54,216.9414
13876,36.593,45.75,11614,11434.35,216.7414
13880,36.585,45.756,11631,11403.66,216.7414
13884,36.578,45.764,11649,11371.26,216.7414
13888,36.571,45.77,11668,11325.28,216.9414
13892,36.565,45.777,11685,11356.43,216.8207
13896,36.558,45.784,11702,11325.95,216.8207
13900,36.551,45.791,11721,11384.21,216.1998
13904,36.544,45.797,11739,11308.37,216.0207
13908,36.537,45.804,11759,11211.35,216.1414
13912,36.53,45.812,11779,11115.37,216.2618
13916,36.523,45.819,11797,11144.2,216.1414
13920,36.517,45.825,11813,11098.13,216.4414
13924,36.509,45.831,11832,11064.85,216.4414
13928,36.502,45.839,11850,11033.41,216.4414
13932,36.496,45.845,11864,11026.79,216.1414
13936,36.488,45.852,11870,11076.6,216.0207
13940,36.481,45.859,11873,11071.34,216.0207
13944,36.474,45.866,11877,11064.35,216.0207
13948,36.468,45.872,11877,11106.9,216.1998
13952,36.461,45.879,11878,11003.35,217.0207
13956,36.454,45.886,11879,11086.17,217.3786
13960,36.447,45.893,11880,11084.42,217.3786
13964,36.44,45.9,11879,11074.29,217.5786
13968,36.433,45.907,11879,11134.42,217.4572
13972,36.426,45.914,11879,11207.07,217.3112
13976,36.419,45.92,11880,11205.3,217.3112
13980,36.412,45.927,11879,11255.69,217.3892
13984,36.405,45.934,11879,11255.69,217.3892
13988,36.398,45.941,11877,11301.99,217.567
13992,36.391,45.948,11878,11300.21,217.567
13996,36.384,45.955,11880,11193.33,217.5112
14000,36.377,45.962,11881,11191.56,217.5112
14004,36.37,45.968,11880,11253.91,217.3892
14008,36.363,45.975,11879,11255.69,217.3892
14012,36.356,45.982,11882,11189.79,217.5112
14016,36.349,45.989,11882,11129.14,217.4572
14020,36.342,45.996,11882,11141.07,217.2572
14024,36.335,46.003,11881,11022.41,217.4998
14028,36.328,46.009,11882,11038.44,217.1998
14032,36.321,46.016,11882,11020.67,217.4998
14036,36.314,46.023,11881,11082.67,217.3786
14040,36.308,46.029,11879,11074.29,217.5786
14044,36.3,46.037,11878,11087.92,217.3786
14048,36.293,46.043,11877,11029.39,217.4998
14052,36.286,46.05,11878,11045.42,217.1998
14056,36.279,46.057,11878,11045.42,217.1998
14060,36.272,46.064,11877,11047.17,217.1998
14064,36.266,46.071,11877,11107.52,217.0786
14068,36.259,46.078,11878,11105.77,217.0786
14072,36.252,46.084,11879,11043.68,217.1998
14076,36.245,46.091,11878,10985.61,217.3207
14080,36.238,46.098,11878,11045.42,217.1998
14084,36.231,46.105,11878,11105.77,217.0786
14088,36.224,46.111,11879,11104.01,217.0786
14092,36.217,46.118,11880,11102.26,217.0786
14096,36.21,46.125,11879,11164.26,216.9572
14100,36.203,46.131,11880,11205.3,217.3112
14104,36.196,46.139,11880,11205.3,217.3112
14108,36.189,46.146,11880,11205.3,217.3112
14112,36.182,46.152,11879,11146.35,217.2572
14116,36.175,46.158,11880,11205.3,217.3112
14120,36.169,46.165,11881,11203.53,217.3112
14124,36.161,46.172,11881,11142.83,217.2572
14128,36.155,46.179,11882,11141.07,217.2572
14132,36.147,46.185,11881,11142.83,217.2572
14136,36.141,46.193,11882,11080.91,217.3786
14140,36.133,46.2,11880,11084.42,217.3786
14144,36.127,46.205,11881,11082.67,217.3786
14148,36.12,46.212,11881,11022.41,217.4998
14152,36.113,46.22,11881,10980.4,217.3207
14156,36.106,46.226,11879,11001.61,217.0207
14160,36.099,46.233,11878,11003.35,217.0207
14164,36.092,46.24,11878,11063.22,216.8998
14168,36.084,46.247,11877,11107.52,217.0786
14172,36.078,46.254,11877,11107.52,217.0786
14176,36.071,46.26,11877,11107.52,217.0786
14180,36.064,46.267,11877,11125.39,216.7786
14184,36.057,46.274,11879,11104.01,217.0786
14188,36.05,46.28,11877,11064.97,216.8998
14192,36.043,46.288,11879,11061.47,216.8998
14196,36.036,46.294,11880,11011.7,216.8207
14200,36.029,46.3,11879,10953.75,216.9414
14204,36.022,46.307,11879,10965.23,216.7414
14208,36.015,46.314,11880,11011.7,216.8207
14212,36.008,46.321,11880,11071.6,216.6998
14216,36.001,46.328,11878,11063.22,216.8998
14220,35.994,46.334,11879,11061.47,216.8998
14224,35.987,46.341,11878,11063.22,216.8998
14228,35.98,46.347,11880,11071.6,216.6998
14232,35.973,46.355,11879,11073.35,216.6998
14236,35.967,46.362,11880,11071.6,216.6998
14240,35.959,46.368,11879,11073.35,216.6998
14244,35.952,46.375,11880,11059.72,216.8998
14248,35.945,46.382,11880,11059.72,216.8998
14252,35.938,46.389,11881,11118.36,216.7786
14256,35.932,46.395,11881,11100.5,217.0786
14260,35.924,46.402,11880,11162.5,216.9572
14264,35.918,46.409,11880,11162.5,216.9572
14268,35.911,46.416,11881,11215.51,217.1112
14272,35.903,46.423,11880,11217.28,217.1112
14276,35.896,46.43,11880,11162.5,216.9572
14280,35.889,46.436,11879,11164.26,216.9572
14284,35.882,46.442,11879,11164.26,216.9572
14288,35.875,46.449,11879,11182.19,216.6572
14292,35.868,46.455,11878,11123.63,216.7786
14296,35.861,46.462,11879,11073.35,216.6998
14300,35.853,46.467,11878,11075.1,216.6998
14304,35.846,46.474,11880,11071.6,216.6998
14308,35.838,46.479,11881,11069.85,216.6998
14312,35.83,46.485,11881,11069.85,216.6998
14316,35.824,46.49,11882,11068.1,216.6998
14320,35.816,46.496,11880,11132.03,216.5786
14324,35.809,46.502,11880,11132.03,216.5786
14328,35.801,46.508,11880,11071.6,216.6998
14332,35.793,46.514,11880,11071.6,216.6998
14336,35.786,46.52,11881,11009.96,216.8207
14340,35.779,46.525,11882,10960.04,216.7414
14344,35.771,46.531,11882,10960.04,216.7414
14348,35.764,46.537,11881,11009.96,216.8207
14352,35.757,46.543,11880,11071.6,216.6998
14356,35.749,46.549,11879,11061.47,216.8998
14360,35.741,46.555,11880,11059.72,216.8998
14364,35.733,46.561,11880,11011.7,216.8207
14368,35.727,46.566,11880,11011.7,216.8207
14372,35.719,46.572,11880,11011.7,216.8207
14376,35.712,46.578,11880,10999.87,217.0207
14380,35.704,46.584,11880,11059.72,216.8998
14384,35.697,46.589,11880,11059.72,216.8998
14388,35.689,46.595,11880,11059.72,216.8998
14392,35.681,46.601,11880,11059.72,216.8998
14396,35.673,46.607,11880,11059.72,216.8998
14400,35.667,46.612,11881,11118.36,216.7786
14404,35.659,46.619,11880,11120.12,216.7786
14408,35.652,46.624,11879,11061.47,216.8998
14412,35.644,46.63,11881,11160.73,216.9572
14416,35.637,46.636,11881,11142.83,217.2572
14420,35.629,46.642,11882,11213.73,217.1112
14424,35.621,46.648,11880,11235.27,216.8112
14428,35.615,46.653,11880,11235.27,216.8112
14432,35.607,46.659,11880,11265.92,217.1892
14436,35.599,46.665,11880,11265.92,217.1892
14440,35.592,46.671,11879,11267.7,217.1892
14444,35.584,46.677,11879,11267.7,217.1892
14448,35.577,46.683,11881,11191.56,217.5112
14452,35.569,46.688,11881,11191.56,217.5112
14456,35.562,46.694,11881,11191.56,217.5112
14460,35.554,46.7,11882,11201.76,217.3112
14464,35.547,46.706,11881,11203.53,217.3112
14468,35.539,46.711,11882,11213.73,217.1112
14472,35.532,46.717,11881,11142.83,217.2572
14476,35.524,46.723,11879,11146.35,217.2572
14480,35.517,46.728,11880,11205.3,217.3112
14484,35.51,46.734,11880,11205.3,217.3112
14488,35.502,46.74,11880,11132.66,217.4572
14492,35.495,46.746,11880,11132.66,217.4572
14496,35.487,46.752,11878,11208.84,217.3112
14500,35.479,46.758,11879,11267.7,217.1892
14504,35.472,46.764,11879,11267.7,217.1892
14508,35.464,46.769,11880,11265.92,217.1892
14512,35.457,46.775,11878,11269.49,217.1892
14516,35.45,46.781,11879,11316.82,217.267
14520,35.442,46.786,11879,11328.88,217.067
14524,35.434,46.792,11880,11217.28,217.1112
14528,35.427,46.798,11880,11144.59,217.2572
14532,35.419,46.804,11881,11160.73,216.9572
14536,35.412,46.81,11880,11162.5,216.9572
14540,35.405,46.815,11880,11120.12,216.7786
14544,35.398,46.821,11880,11059.72,216.8998
14548,35.39,46.827,11880,11071.6,216.6998
14552,35.383,46.832,11880,11011.7,216.8207
14556,35.375,46.838,11879,11073.35,216.6998
14560,35.368,46.844,11879,11133.79,216.5786
14564,35.361,46.849,11877,11076.85,216.6998
14568,35.353,46.855,11877,11076.85,216.6998
14572,35.345,46.861,11878,11075.1,216.6998
14576,35.338,46.867,11879,11085.23,216.4998
14580,35.33,46.872,11880,11023.53,216.6207
14584,35.323,46.878,11879,11025.28,216.6207
14588,35.315,46.884,11879,11043.05,216.3207
14592,35.308,46.889,11878,11044.8,216.3207
14596,35.301,46.895,11878,11044.8,216.3207
14600,35.293,46.901,11877,11028.76,216.6207
14604,35.286,46.907,11877,11088.74,216.4998
14608,35.278,46.913,11877,11016.92,216.8207
14612,35.271,46.919,11878,11015.18,216.8207
14616,35.263,46.924,11878,10955.48,216.9414
14620,35.255,46.93,11878,11015.18,216.8207
14624,35.249,46.935,11878,11015.18,216.8207
14628,35.241,46.941,11878,11015.18,216.8207
14632,35.234,46.947,11877,11076.85,216.6998
14636,35.226,46.953,11878,11075.1,216.6998
14640,35.218,46.958,11877,11076.85,216.6998
14644,35.211,46.964,11879,11073.35,216.6998
14648,35.203,46.97,11879,11133.79,216.5786
14652,35.196,46.975,11879,11121.88,216.7786
14656,35.189,46.981,11878,11238.82,216.8112
14660,35.181,46.987,11878,11220.83,217.1112
14664,35.173,46.993,11880,11217.28,217.1112
14668,35.166,46.998,11880,11217.28,217.1112
14672,35.158,47.005,11880,11144.59,217.2572
14676,35.15,47.01,11880,11144.59,217.2572
14680,35.144,47.015,11881,11142.83,217.2572
14684,35.136,47.021,11880,11144.59,217.2572
14688,35.129,47.027,11880,11217.28,217.1112
14692,35.121,47.033,11880,11217.28,217.1112
14696,35.113,47.039,11879,11219.05,217.1112
14700,35.106,47.044,11879,11164.26,216.9572
14704,35.099,47.05,11879,11219.05,217.1112
14708,35.091,47.055,11880,11217.28,217.1112
14712,35.084,47.061,11881,11203.53,217.3112
14716,35.076,47.067,11880,11217.28,217.1112
14720,35.069,47.073,11880,11084.42,217.3786
14724,35.061,47.079,11881,11082.67,217.3786
14728,35.054,47.084,11881,11022.41,217.4998
14732,35.046,47.09,11881,11082.67,217.3786
14736,35.039,47.096,11880,11084.42,217.3786
14740,35.032,47.102,11881,11160.73,216.9572
14744,35.024,47.107,11879,11104.01,217.0786
14748,35.016,47.113,11879,11104.01,217.0786
14752,35.009,47.119,11879,11043.68,217.1998
14756,35.001,47.125,11880,11102.26,217.0786
14760,34.993,47.13,11879,11104.01,217.0786
14764,34.987,47.135,11878,11148.11,217.2572
14768,34.979,47.141,11878,11220.83,217.1112
14772,34.972,47.147,11877,11222.6,217.1112
14776,34.964,47.153,11879,11219.05,217.1112
14780,34.956,47.158,11880,11217.28,217.1112
14784,34.949,47.164,11879,11279.73,216.9892
14788,34.941,47.17,11879,11219.05,217.1112
14792,34.934,47.175,11880,11162.5,216.9572
14796,34.927,47.181,11881,11118.36,216.7786
14800,34.919,47.187,11882,11056.23,216.8998
14804,34.911,47.192,11881,11009.96,216.8207
14808,34.904,47.198,11881,11069.85,216.6998
14812,34.897,47.204,11880,11011.7,216.8207
14816,34.89,47.209,11879,11121.88,216.7786
14820,34.883,47.215,11879,11121.88,216.7786
14824,34.875,47.22,11879,11121.88,216.7786
14828,34.867,47.226,11879,11133.79,216.5786
14832,34.859,47.232,11880,11120.12,216.7786
14836,34.852,47.238,11879,11133.79,216.5786
14840,34.845,47.243,11880,11180.42,216.6572
14844,34.837,47.249,11880,11180.42,216.6572
14848,34.83,47.254,11880,11180.42,216.6572
14852,34.823,47.26,11881,11178.66,216.6572
14856,34.816,47.265,11881,11178.66,216.6572
14860,34.808,47.271,11880,11314.71,216.3892
14864,34.8,47.276,11880,11235.27,216.8112
14868,34.793,47.283,11880,11253.59,216.5112
14872,34.785,47.288,11880,11235.27,216.8112
14876,34.778,47.293,11880,11180.42,216.6572
14880,34.771,47.299,11880,11180.42,216.6572
14884,34.764,47.305,11881,11178.66,216.6572
14888,34.756,47.31,11881,11130.28,216.5786
14892,34.748,47.316,11880,11132.03,216.5786
14896,34.741,47.322,11882,11068.1,216.6998
14900,34.733,47.328,11882,11128.52,216.5786
14904,34.727,47.333,11881,11142.2,216.3786
14908,34.719,47.339,11880,11132.03,216.5786
14912,34.712,47.344,11881,11130.28,216.5786
14916,34.704,47.349,11881,11130.28,216.5786
14920,34.697,47.355,11880,11132.03,216.5786
14924,34.689,47.361,11879,11133.79,216.5786
14928,34.681,47.367,11879,11133.79,216.5786
14932,34.675,47.371,11880,11071.6,216.6998
14936,34.667,47.377,11879,11085.23,216.4998
14940,34.66,47.383,11880,11083.48,216.4998
14944,34.652,47.389,11880,11083.48,216.4998
14948,34.645,47.394,11880,11143.96,216.3786
14952,34.637,47.4,11880,11083.48,216.4998
14956,34.629,47.406,11880,11083.48,216.4998
14960,34.623,47.411,11880,11143.96,216.3786
14964,34.615,47.417,11880,11143.96,216.3786
14968,34.608,47.422,11880,11143.96,216.3786
14972,34.6,47.428,11880,11143.96,216.3786
14976,34.593,47.433,11880,11143.96,216.3786
14980,34.585,47.439,11881,11142.2,216.3786
14984,34.577,47.445,11881,11142.2,216.3786
14988,34.571,47.45,11881,11142.2,216.3786
14992,34.563,47.456,11882,11079.98,216.4998
14996,34.556,47.461,11882,11098.12,216.1998
15000,34.548,47.467,11881,11081.73,216.4998
15004,34.541,47.473,11881,11142.2,216.3786
15008,34.533,47.479,11880,11143.96,216.3786
15012,34.525,47.484,11880,11083.48,216.4998
15016,34.519,47.489,11879,11085.23,216.4998
15020,34.511,47.495,11879,11145.72,216.3786
15024,34.504,47.5,11880,11083.48,216.4998
15028,34.496,47.506,11880,11101.63,216.1998
15032,34.489,47.511,11879,11206.44,216.2572
15036,34.481,47.517,11878,11208.21,216.2572
15040,34.473,47.523,11880,11143.96,216.3786
15044,34.467,47.528,11879,11145.72,216.3786
15048,34.459,47.534,11881,11081.73,216.4998
15052,34.452,47.54,11880,11143.96,216.3786
15056,34.444,47.545,11880,11265.61,216.3112
15060,34.437,47.551,11879,11267.39,216.3112
15064,34.429,47.557,11880,11265.61,216.3112
15068,34.421,47.562,11880,11265.61,216.3112
15072,34.415,47.567,11881,11202.9,216.2572
15076,34.407,47.573,11881,11202.9,216.2572
15080,34.4,47.578,11882,11140.44,216.3786
15084,34.392,47.584,11882,11201.13,216.2572
15088,34.385,47.59,11882,11189.16,216.4572
15092,34.377,47.596,11881,11202.9,216.2572
15096,34.369,47.601,11880,11143.96,216.3786
15100,34.362,47.606,11880,11143.96,216.3786
15104,34.355,47.612,11879,11145.72,216.3786
15108,34.348,47.617,11880,11204.67,216.2572
15112,34.34,47.623,11879,11206.44,216.2572
15116,34.332,47.629,11879,11145.72,216.3786
15120,34.325,47.634,11879,11145.72,216.3786
15124,34.317,47.64,11881,11142.2,216.3786
15128,34.311,47.645,11881,11142.2,216.3786
15132,34.303,47.651,11880,11143.96,216.3786
15136,34.296,47.657,11879,11145.72,216.3786
15140,34.288,47.662,11881,11142.2,216.3786
15144,34.28,47.667,11881,11081.73,216.4998
15148,34.273,47.673,11880,11101.63,216.1998
15152,34.265,47.679,11879,11043.05,216.3207
15156,34.258,47.684,11879,11025.28,216.6207
15160,34.251,47.69,11879,11145.72,216.3786
15164,34.243,47.695,11878,11105.14,216.1998
15168,34.236,47.701,11877,11106.9,216.1998
15172,34.228,47.706,11878,11147.49,216.3786
15176,34.221,47.712,11879,11145.72,216.3786
15180,34.213,47.717,11879,11103.39,216.1998
15184,34.206,47.722,11880,11101.63,216.1998
15188,34.199,47.728,11880,11101.63,216.1998
15192,34.191,47.734,11880,11101.63,216.1998
15196,34.184,47.739,11879,11085.23,216.4998
15200,34.177,47.745,11879,11145.72,216.3786
15204,34.169,47.751,11881,11099.88,216.1998
15208,34.161,47.756,11881,11057.35,216.0207
15212,34.154,47.761,11880,11059.1,216.0207
15216,34.147,47.767,11880,11059.1,216.0207
15220,34.139,47.773,11880,11119.49,215.8998
15224,34.132,47.778,11880,11119.49,215.8998
15228,34.124,47.784,11880,11119.49,215.8998
15232,34.117,47.789,11880,11119.49,215.8998
15236,34.109,47.795,11881,11117.73,215.8998
15240,34.102,47.8,11880,11180.11,215.7786
15244,34.095,47.806,11880,11161.87,216.0786
15248,34.087,47.812,11881,11178.34,215.7786
15252,34.079,47.817,11881,11178.34,215.7786
15256,34.072,47.823,11881,11178.34,215.7786
15260,34.065,47.828,11880,11180.11,215.7786
15264,34.057,47.834,11881,11117.73,215.8998
15268,34.05,47.839,11881,11069.22,215.8207
15272,34.042,47.845,11881,11069.22,215.8207
15276,34.035,47.85,11880,11131.41,215.6998
15280,34.027,47.856,11879,11181.88,215.7786
15284,34.02,47.861,11879,11133.17,215.6998
15288,34.012,47.867,11879,11133.17,215.6998
15292,34.004,47.873,11879,11072.72,215.8207
15296,33.997,47.878,11879,11072.72,215.8207
15300,33.99,47.884,11878,11074.47,215.8207
15304,33.983,47.889,11880,11131.41,215.6998
15308,33.974,47.895,11879,11145.41,215.4998
15312,33.967,47.9,11878,11134.93,215.6998
15316,33.959,47.906,11877,11076.22,215.8207
15320,33.952,47.912,11879,11072.72,215.8207
15324,33.945,47.917,11878,11062.6,216.0207
15328,33.938,47.922,11878,11123.01,215.8998
15332,33.93,47.928,11877,11185.41,215.7786
15336,33.922,47.934,11878,11281.2,216.1112
15340,33.914,47.939,11879,11206.44,216.2572
15344,33.907,47.945,11879,11145.72,216.3786
15348,33.899,47.95,11880,11143.96,216.3786
15352,33.892,47.956,11881,11081.73,216.4998
15356,33.885,47.961,11880,11041.31,216.3207
15360,33.877,47.967,11881,11057.35,216.0207
15364,33.87,47.972,11880,11059.1,216.0207
15368,33.862,47.978,11880,11083.48,216.4998
15372,33.854,47.984,11879,11133.79,216.5786
15376,33.846,47.989,11879,11267.39,216.3112
15380,33.84,47.994,11878,11257.15,216.5112
15384,33.832,48,11877,11258.93,216.5112
15388,33.825,48.006,11878,11183.96,216.6572
15392,33.817,48.011,11880,11120.12,216.7786
15396,33.809,48.017,11880,11120.12,216.7786
15400,33.802,48.023,11880,11162.5,216.9572
15404,33.794,48.028,11881,11142.83,217.2572
15408,33.787,48.033,11882,11098.75,217.0786
15412,33.78,48.039,11881,11130.9,217.4572
15416,33.772,48.044,11880,11132.66,217.4572
15420,33.764,48.05,11880,11144.59,217.2572
15424,33.757,48.055,11879,11043.68,217.1998
15428,33.749,48.061,11879,11061.47,216.8998
15432,33.741,48.067,11880,11162.5,216.9572
15436,33.735,48.072,11880,11217.28,217.1112
15440,33.727,48.077,11880,11217.28,217.1112
15444,33.72,48.083,11879,11219.05,217.1112
15448,33.712,48.089,11879,11207.07,217.3112
15452,33.704,48.094,11880,11217.28,217.1112
15456,33.696,48.1,11880,11144.59,217.2572
15460,33.689,48.105,11880,11144.59,217.2572
15464,33.682,48.11,11881,11142.83,217.2572
15468,33.675,48.116,11880,11217.28,217.1112
15472,33.667,48.121,11881,11142.83,217.2572
15476,33.659,48.127,11880,11217.28,217.1112
15480,33.651,48.133,11881,11142.83,217.2572
15484,33.644,48.138,11881,11215.51,217.1112
15488,33.636,48.144,11881,11160.73,216.9572
15492,33.63,48.149,11881,11142.83,217.2572
15496,33.622,48.155,11881,11142.83,217.2572
15500,33.614,48.16,11881,11160.73,216.9572
15504,33.607,48.166,11879,11164.26,216.9572
15508,33.599,48.171,11880,11162.5,216.9572
15512,33.592,48.177,11879,11164.26,216.9572
15516,33.584,48.182,11880,11162.5,216.9572
15520,33.577,48.187,11879,11255.37,216.5112
15524,33.569,48.193,11880,11235.27,216.8112
15528,33.562,48.198,11880,11235.27,216.8112
15532,33.554,48.204,11879,11237.04,216.8112
15536,33.546,48.209,11880,11296.32,216.6892
15540,33.539,48.215,11881,11233.49,216.8112
15544,33.531,48.221,11881,11160.73,216.9572
15548,33.524,48.226,11881,11160.73,216.9572
15552,33.517,48.231,11880,11217.28,217.1112
15556,33.509,48.237,11881,11215.51,217.1112
15560,33.501,48.242,11881,11160.73,216.9572
15564,33.494,48.248,11880,11144.59,217.2572
15568,33.486,48.254,11881,11142.83,217.2572
15572,33.479,48.259,11880,11162.5,216.9572
15576,33.472,48.264,11880,11084.42,217.3786
15580,33.464,48.27,11880,11084.42,217.3786
15584,33.457,48.275,11880,11084.42,217.3786
15588,33.449,48.281,11880,11084.42,217.3786
15592,33.441,48.286,11880,11162.5,216.9572
15596,33.434,48.292,11880,11162.5,216.9572
15600,33.426,48.297,11879,11104.01,217.0786
15604,33.419,48.302,11879,11121.88,216.7786
15608,33.412,48.308,11879,11073.35,216.6998
15612,33.404,48.313,11880,11132.03,216.5786
15616,33.397,48.319,11880,11071.6,216.6998
15620,33.389,48.324,11880,11120.12,216.7786
15624,33.381,48.329,11881,11100.5,217.0786
15628,33.373,48.335,11880,11162.5,216.9572
15632,33.367,48.34,11880,11084.42,217.3786
15636,33.359,48.345,11879,11104.01,217.0786
15640,33.351,48.351,11879,11104.01,217.0786
15644,33.343,48.356,11880,11102.26,217.0786
15648,33.336,48.361,11880,11120.12,216.7786
15652,33.329,48.367,11881,11130.28,216.5786
15656,33.321,48.372,11881,11130.28,216.5786
15660,33.314,48.377,11880,11162.5,216.9572
15664,33.306,48.383,11880,11162.5,216.9572
15668,33.299,48.388,11880,11162.5,216.9572
15672,33.291,48.393,11880,11235.27,216.8112
15676,33.283,48.399,11880,11162.5,216.9572
15680,33.276,48.404,11881,11160.73,216.9572
15684,33.268,48.41,11881,11160.73,216.9572
15688,33.261,48.414,11880,11102.26,217.0786
15692,33.254,48.42,11882,11038.44,217.1998
15696,33.246,48.425,11881,11040.19,217.1998
15700,33.239,48.431,11881,11040.19,217.1998
15704,33.231,48.436,11880,11084.42,217.3786
15708,33.223,48.441,11880,11084.42,217.3786
15712,33.215,48.447,11880,11162.5,216.9572
15716,33.208,48.452,11880,11162.5,216.9572
15720,33.201,48.457,11880,11217.28,217.1112
15724,33.193,48.463,11880,11235.27,216.8112
15728,33.186,48.468,11880,11235.27,216.8112
15732,33.178,48.474,11879,11237.04,216.8112
15736,33.17,48.479,11879,11237.04,216.8112
15740,33.162,48.485,11880,11235.27,216.8112
15744,33.156,48.489,11880,11235.27,216.8112
15748,33.148,48.494,11880,11235.27,216.8112
15752,33.14,48.5,11880,11253.59,216.5112
15756,33.133,48.505,11879,11255.37,216.5112
15760,33.125,48.511,11881,11251.81,216.5112
15764,33.117,48.517,11880,11253.59,216.5112
15768,33.109,48.522,11880,11253.59,216.5112
15772,33.103,48.526,11879,11255.37,216.5112
15776,33.095,48.532,11880,11180.42,216.6572
15780,33.088,48.538,11881,11190.93,216.4572
15784,33.08,48.543,11880,11132.03,216.5786
15788,33.072,48.548,11880,11011.7,216.8207
15792,33.065,48.554,11881,11009.96,216.8207
15796,33.057,48.559,11880,11059.72,216.8998
15800,33.05,48.564,11881,11057.98,216.8998
15804,33.042,48.569,11880,11059.72,216.8998
15808,33.035,48.575,11879,11061.47,216.8998
15812,33.027,48.58,11879,11061.47,216.8998
15816,33.019,48.585,11880,11041.93,217.1998
15820,33.012,48.591,11880,11102.26,217.0786
15824,33.004,48.596,11879,11146.35,217.2572
15828,32.997,48.601,11880,11144.59,217.2572
15832,32.989,48.606,11879,11146.35,217.2572
15836,32.982,48.612,11879,11164.26,216.9572
15840,32.974,48.617,11880,11144.59,217.2572
15844,32.967,48.623,11878,11148.11,217.2572
15848,32.959,48.628,11879,11146.35,217.2572
15852,32.951,48.633,11880,11217.28,217.1112
15856,32.944,48.638,11880,11217.28,217.1112
15860,32.937,48.644,11880,11144.59,217.2572
15864,32.929,48.649,11881,11142.83,217.2572
15868,32.921,48.655,11880,11217.28,217.1112
15872,32.914,48.66,11881,11203.53,217.3112
15876,32.906,48.665,11881,11215.51,217.1112
15880,32.898,48.671,11881,11203.53,217.3112
15884,32.891,48.676,11880,11205.3,217.3112
15888,32.884,48.681,11880,11205.3,217.3112
15892,32.876,48.687,11880,11205.3,217.3112
15896,32.868,48.692,11880,11144.59,217.2572
15900,32.861,48.698,11878,11148.11,217.2572
15904,32.853,48.703,11879,11146.35,217.2572
15908,32.846,48.709,11880,11144.59,217.2572
15912,32.839,48.715,11879,11146.35,217.2572
15916,32.831,48.721,11879,11146.35,217.2572
15920,32.824,48.727,11880,11144.59,217.2572
15924,32.817,48.733,11879,11146.35,217.2572
15928,32.809,48.739,11878,11166.03,216.9572
15932,32.802,48.745,11879,11164.26,216.9572
15936,32.794,48.751,11879,11164.26,216.9572
15940,32.788,48.757,11880,11180.42,216.6572
15944,32.781,48.763,11880,11180.42,216.6572
15948,32.773,48.769,11880,11162.5,216.9572
15952,32.766,48.775,11880,11162.5,216.9572
15956,32.758,48.781,11881,11160.73,216.9572
15960,32.751,48.787,11880,11102.26,217.0786
15964,32.743,48.793,11880,11102.26,217.0786
15968,32.737,48.799,11879,11104.01,217.0786
15972,32.73,48.805,11879,11104.01,217.0786
15976,32.722,48.811,11880,11162.5,216.9572
15980,32.715,48.817,11879,11219.05,217.1112
15984,32.708,48.823,11880,11144.59,217.2572
15988,32.7,48.83,11879,11146.35,217.2572
15992,32.693,48.835,11880,11144.59,217.2572
15996,32.686,48.841,11879,11146.35,217.2572
16000,32.679,48.847,11880,11144.59,217.2572
16004,32.672,48.853,11880,11084.42,217.3786
16008,32.664,48.859,11880,11217.28,217.1112
16012,32.657,48.865,11879,11207.07,217.3112
16016,32.649,48.871,11879,11267.7,217.1892
16020,32.642,48.877,11878,11330.67,217.067
16024,32.635,48.883,11880,11327.09,217.067
16028,32.628,48.889,11880,11265.92,217.1892
16032,32.62,48.895,11880,11205.3,217.3112
16036,32.613,48.901,11881,11215.51,217.1112
16040,32.606,48.907,11881,11215.51,217.1112
16044,32.599,48.913,11880,11144.59,217.2572
16048,32.591,48.919,11881,11142.83,217.2572
16052,32.584,48.925,11880,11084.42,217.3786
16056,32.577,48.931,11880,11084.42,217.3786
16060,32.57,48.937,11879,11146.35,217.2572
16064,32.563,48.943,11879,11086.17,217.3786
16068,32.555,48.949,11878,11076.04,217.5786
16072,32.548,48.955,11878,11076.04,217.5786
16076,32.541,48.961,11879,11074.29,217.5786
16080,32.533,48.967,11878,11076.04,217.5786
16084,32.526,48.972,11878,11076.04,217.5786
16088,32.519,48.978,11877,11077.79,217.5786
16092,32.512,48.985,11877,11077.79,217.5786
16096,32.504,48.99,11878,11064.16,217.7786
16100,32.497,48.996,11877,11065.91,217.7786
16104,32.49,49.002,11878,11136.18,217.4572
16108,32.483,49.008,11879,11122.5,217.6572
16112,32.476,49.014,11879,11122.5,217.6572
16116,32.468,49.02,11878,11124.26,217.6572
16120,32.461,49.026,11880,11120.74,217.6572
16124,32.453,49.032,11879,11122.5,217.6572
16128,32.446,49.038,11879,11195.1,217.5112
16132,32.439,49.044,11879,11255.69,217.3892
16136,32.432,49.05,11880,11253.91,217.3892
16140,32.425,49.056,11880,11253.91,217.3892
16144,32.418,49.062,11880,11193.33,217.5112
16148,32.41,49.068,11880,11193.33,217.5112
16152,32.403,49.074,11881,11191.56,217.5112
16156,32.395,49.08,11881,11191.56,217.5112
16160,32.388,49.086,11881,11130.9,217.4572
16164,32.381,49.091,11880,11132.66,217.4572
16168,32.374,49.097,11881,11070.78,217.5786
16172,32.366,49.103,11880,11072.53,217.5786
16176,32.359,49.11,11879,11074.29,217.5786
16180,32.352,49.115,11879,11074.29,217.5786
16184,32.344,49.122,11880,11060.66,217.7786
16188,32.337,49.127,11880,11060.66,217.7786
